4,3.819349,0.000000,43.454967,0.600000,0.600000,0.600000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,1.000000,134,0.220000,0.220000,0.220000,0.000000,0.000000,0.000000,0,7,0,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,1,0,0,0,1,0,0,0
4,4.821242,0.000000,55.603252,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,1.000000,133,0.300000,0.300000,0.300000,0.000000,0.000000,0.000000,0,7,1,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,1,0,0,0,1,0,0,0
4,-10.180601,0.053175,40.922745,0.640000,0.640000,0.640000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.500000,0.500000,1.000000,133,0.299876,0.300000,0.299878,0.000000,270.000000,0.000000,0,7,1,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0
4,19.543749,0.044525,40.507362,0.640000,0.640000,0.640000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.500000,0.500000,1.000000,133,0.299377,0.300000,0.299382,180.000000,-89.999992,180.000000,0,7,1,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0
4,-2.347014,0.000000,47.767700,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,1.000000,135,0.500000,0.500000,0.500000,0.000000,30.000000,0.000000,0,7,0,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,1,0,0,0,1,0,0,0
4,-1.845840,-0.775066,51.697575,0.800000,0.800000,0.800000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.500000,0.500000,1.000000,137,0.800000,0.800000,0.800000,0.000000,0.000000,0.000000,0,7,0,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
4,11.400747,-0.775000,51.697575,0.800000,0.800000,0.800000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.500000,0.500000,1.000000,137,0.800000,0.800000,0.800000,0.000000,-0.000000,0.000000,0,7,0,-0.000000,-0.000000,10.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
4,-6.550901,2.479040,50.733627,0.640000,0.640000,0.640000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.500000,0.500000,1.000000,139,0.360000,0.360000,0.360000,0.000000,0.000000,0.000000,0,7,1,0.000000,-0.000000,10.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
4,16.914797,2.134600,52.227734,2.000000,2.000000,2.000000,1.000000,2.000000,2.000000,2.000000,1.000000,2.000000,2.000000,2.000000,1.000000,139,0.359836,0.359836,0.360000,0.000000,0.000000,-90.000000,0,7,1,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0,0,0,0,1,0,0,0
4,15.202655,2.238698,52.530655,0.640000,0.640000,0.640000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.500000,0.500000,1.000000,140,0.359923,0.359923,0.360000,0.000000,0.000000,-90.000000,0,7,1,0.000000,0.554694,10.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
4,15.699245,2.450193,51.934544,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,1.000000,141,0.399445,0.399445,0.400000,0.000000,0.000000,-90.000000,0,7,1,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,0,0,0,0,1,0,0,0
4,-0.654495,1.567426,50.767532,0.984000,0.984000,0.984000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,1.000000,142,0.350000,0.350000,0.350000,0.000000,30.000000,0.000000,0,7,1,0.005400,-0.006900,10.000000,0.000000,0.000000,0.000000,0,0,0,0,1,0,0,0
4,-9.158055,0.000004,50.872398,0.800000,0.800000,0.800000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.500000,0.500000,1.000000,136,0.999680,1.000000,0.643573,0.000000,-90.000000,0.000000,0,7,0,-181758623162887250123797506096493494272.000000,0.162109,10.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
4,-9.075434,3.682222,54.112526,0.640000,0.640000,0.640000,1.000000,1.000000,1.000000,1.000000,1.000000,0.500000,0.500000,0.500000,1.000000,140,0.379874,0.379578,0.379891,0.000000,-90.000000,-90.000000,0,7,0,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000,1,0,0,0,0,0,0,0
4,9.627910,1.320065,50.354290,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,2.000000,2.000000,2.000000,1.000000,146,0.210000,0.210000,0.210000,0.000000,45.000000,0.000000,0,7,1,512.000000,384.000000,10.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,0,0
14,0.000000,18.000000,171.000000,
